TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201704007
Test Name:,Test 1
Start Date:,10/13/2020
Start Time:,10:19:34
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.024
,Minimum:,0.004
,Time of Minimum:,10:19:42
,Date of Minimum:,10/13/2020
,Maximum:,0.058
,Time of Maximum:,10:20:16
,Date of Maximum:,10/13/2020

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,10/13/2020
,Cal name:,User5 

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
10/13/2020,10:19:35,0.023
10/13/2020,10:19:36,0.029
10/13/2020,10:19:37,0.017
10/13/2020,10:19:38,0.019
10/13/2020,10:19:39,0.023
10/13/2020,10:19:40,0.032
10/13/2020,10:19:41,0.031
10/13/2020,10:19:42,0.004
10/13/2020,10:19:43,0.011
10/13/2020,10:19:44,0.014
10/13/2020,10:19:45,0.02
10/13/2020,10:19:46,0.016
10/13/2020,10:19:47,0.036
10/13/2020,10:19:48,0.019
10/13/2020,10:19:49,0.037
10/13/2020,10:19:50,0.008
10/13/2020,10:19:51,0.02
10/13/2020,10:19:52,0.02
10/13/2020,10:19:53,0.034
10/13/2020,10:19:54,0.019
10/13/2020,10:19:55,0.016
10/13/2020,10:19:56,0.014
10/13/2020,10:19:57,0.009
10/13/2020,10:19:58,0.03
10/13/2020,10:19:59,0.009
10/13/2020,10:20:00,0.027
10/13/2020,10:20:01,0.017
10/13/2020,10:20:02,0.02
10/13/2020,10:20:03,0.021
10/13/2020,10:20:04,0.02
10/13/2020,10:20:05,0.026
10/13/2020,10:20:06,0.028
10/13/2020,10:20:07,0.026
10/13/2020,10:20:08,0.026
10/13/2020,10:20:09,0.037
10/13/2020,10:20:10,0.034
10/13/2020,10:20:11,0.035
10/13/2020,10:20:12,0.036
