TrakPro Version 5.0.0.24 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 1
Start Date:,09/03/2021
Start Time:,09:40:05
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.03
,Minimum:,0.018
,Time of Minimum:,09:41:05
,Date of Minimum:,09/03/2021
,Maximum:,0.051
,Time of Maximum:,09:40:19
,Date of Maximum:,09/03/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/03/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/03/2021,09:40:06,0.033
09/03/2021,09:40:07,0.032
09/03/2021,09:40:08,0.03
09/03/2021,09:40:09,0.031
09/03/2021,09:40:10,0.026
09/03/2021,09:40:11,0.028
09/03/2021,09:40:12,0.027
09/03/2021,09:40:13,0.034
09/03/2021,09:40:14,0.038
09/03/2021,09:40:15,0.03
09/03/2021,09:40:16,0.044
09/03/2021,09:40:17,0.029
09/03/2021,09:40:18,0.03
09/03/2021,09:40:19,0.051
09/03/2021,09:40:20,0.03
09/03/2021,09:40:21,0.029
09/03/2021,09:40:22,0.031
09/03/2021,09:40:23,0.031
09/03/2021,09:40:24,0.034
09/03/2021,09:40:25,0.026
09/03/2021,09:40:26,0.038
09/03/2021,09:40:27,0.028
09/03/2021,09:40:28,0.028
09/03/2021,09:40:29,0.037
09/03/2021,09:40:30,0.028
09/03/2021,09:40:31,0.024
09/03/2021,09:40:32,0.025
09/03/2021,09:40:33,0.022
09/03/2021,09:40:34,0.033
09/03/2021,09:40:35,0.031
09/03/2021,09:40:36,0.037
09/03/2021,09:40:37,0.026
09/03/2021,09:40:38,0.026
09/03/2021,09:40:39,0.02
09/03/2021,09:40:40,0.022
09/03/2021,09:40:41,0.021
09/03/2021,09:40:42,0.036
09/03/2021,09:40:43,0.029
09/03/2021,09:40:44,0.035
09/03/2021,09:40:45,0.033
09/03/2021,09:40:46,0.032
09/03/2021,09:40:47,0.032
09/03/2021,09:40:48,0.037
09/03/2021,09:40:49,0.031
09/03/2021,09:40:50,0.03
09/03/2021,09:40:51,0.029
09/03/2021,09:40:52,0.041
09/03/2021,09:40:53,0.022
09/03/2021,09:40:54,0.027
09/03/2021,09:40:55,0.026
09/03/2021,09:40:56,0.027
09/03/2021,09:40:57,0.026
09/03/2021,09:40:58,0.029
09/03/2021,09:40:59,0.035
09/03/2021,09:41:00,0.021
09/03/2021,09:41:01,0.034
09/03/2021,09:41:02,0.022
09/03/2021,09:41:03,0.024
09/03/2021,09:41:04,0.028
09/03/2021,09:41:05,0.018

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 2
Start Date:,09/03/2021
Start Time:,10:40:06
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.024
,Minimum:,0.01
,Time of Minimum:,10:40:29
,Date of Minimum:,09/03/2021
,Maximum:,0.039
,Time of Maximum:,10:40:08
,Date of Maximum:,09/03/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/03/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/03/2021,10:40:07,0.026
09/03/2021,10:40:08,0.039
09/03/2021,10:40:09,0.031
09/03/2021,10:40:10,0.032
09/03/2021,10:40:11,0.027
09/03/2021,10:40:12,0.03
09/03/2021,10:40:13,0.033
09/03/2021,10:40:14,0.034
09/03/2021,10:40:15,0.029
09/03/2021,10:40:16,0.026
09/03/2021,10:40:17,0.024
09/03/2021,10:40:18,0.022
09/03/2021,10:40:19,0.027
09/03/2021,10:40:20,0.028
09/03/2021,10:40:21,0.022
09/03/2021,10:40:22,0.019
09/03/2021,10:40:23,0.02
09/03/2021,10:40:24,0.024
09/03/2021,10:40:25,0.033
09/03/2021,10:40:26,0.02
09/03/2021,10:40:27,0.033
09/03/2021,10:40:28,0.017
09/03/2021,10:40:29,0.01
09/03/2021,10:40:30,0.023
09/03/2021,10:40:31,0.018
09/03/2021,10:40:32,0.02
09/03/2021,10:40:33,0.025
09/03/2021,10:40:34,0.017
09/03/2021,10:40:35,0.025
09/03/2021,10:40:36,0.023
09/03/2021,10:40:37,0.017
09/03/2021,10:40:38,0.016
09/03/2021,10:40:39,0.02
09/03/2021,10:40:40,0.028
09/03/2021,10:40:41,0.023
09/03/2021,10:40:42,0.019
09/03/2021,10:40:43,0.023
09/03/2021,10:40:44,0.017
09/03/2021,10:40:45,0.015
09/03/2021,10:40:46,0.027
09/03/2021,10:40:47,0.018
09/03/2021,10:40:48,0.021
09/03/2021,10:40:49,0.017
09/03/2021,10:40:50,0.02
09/03/2021,10:40:51,0.02
09/03/2021,10:40:52,0.021
09/03/2021,10:40:53,0.026
09/03/2021,10:40:54,0.034
09/03/2021,10:40:55,0.022
09/03/2021,10:40:56,0.015
09/03/2021,10:40:57,0.034
09/03/2021,10:40:58,0.024
09/03/2021,10:40:59,0.016
09/03/2021,10:41:00,0.023
09/03/2021,10:41:01,0.03
09/03/2021,10:41:02,0.021
09/03/2021,10:41:03,0.032
09/03/2021,10:41:04,0.027
09/03/2021,10:41:05,0.033
09/03/2021,10:41:06,0.032

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 3
Start Date:,09/03/2021
Start Time:,11:40:06
Duration (dd:hh:mm:ss):,00:00:01:00
Log Interval (mm:ss):,00:01
Number of points:,60
Description:,

Statistics Channel: ,Aerosol
,Units:,mg/m³
,Average:,0.042
,Minimum:,0.023
,Time of Minimum:,11:40:42
,Date of Minimum:,09/03/2021
,Maximum:,0.138
,Time of Maximum:,11:40:44
,Date of Maximum:,09/03/2021

,TWA:,N/A

Calibration Sensor: ,Aerosol
,Cal factor:,1
,Cal date:,09/03/2021
,Cal name:,Factory

Date,Time,Concentration
MM/dd/yyyy,HH:mm:ss,mg/m³
09/03/2021,11:40:07,0.037
09/03/2021,11:40:08,0.028
09/03/2021,11:40:09,0.047
09/03/2021,11:40:10,0.043
09/03/2021,11:40:11,0.033
09/03/2021,11:40:12,0.034
09/03/2021,11:40:13,0.03
09/03/2021,11:40:14,0.029
09/03/2021,11:40:15,0.033
09/03/2021,11:40:16,0.1
09/03/2021,11:40:17,0.045
09/03/2021,11:40:18,0.032
09/03/2021,11:40:19,0.028
09/03/2021,11:40:20,0.041
09/03/2021,11:40:21,0.038
09/03/2021,11:40:22,0.07
09/03/2021,11:40:23,0.036
09/03/2021,11:40:24,0.041
09/03/2021,11:40:25,0.036
09/03/2021,11:40:26,0.05
09/03/2021,11:40:27,0.057
09/03/2021,11:40:28,0.042
09/03/2021,11:40:29,0.037
09/03/2021,11:40:30,0.051
09/03/2021,11:40:31,0.046
09/03/2021,11:40:32,0.058
09/03/2021,11:40:33,0.048
09/03/2021,11:40:34,0.039
09/03/2021,11:40:35,0.045
09/03/2021,11:40:36,0.041
09/03/2021,11:40:37,0.038
09/03/2021,11:40:38,0.038
09/03/2021,11:40:39,0.033
09/03/2021,11:40:40,0.044
09/03/2021,11:40:41,0.037
09/03/2021,11:40:42,0.023
09/03/2021,11:40:43,0.038
09/03/2021,11:40:44,0.138
09/03/2021,11:40:45,0.03
09/03/2021,11:40:46,0.034
09/03/2021,11:40:47,0.039
09/03/2021,11:40:48,0.035
09/03/2021,11:40:49,0.024
09/03/2021,11:40:50,0.03
09/03/2021,11:40:51,0.035
09/03/2021,11:40:52,0.05
09/03/2021,11:40:53,0.042
09/03/2021,11:40:54,0.035
09/03/2021,11:40:55,0.033
09/03/2021,11:40:56,0.047
09/03/2021,11:40:57,0.034
09/03/2021,11:40:58,0.036
09/03/2021,11:40:59,0.035
09/03/2021,11:41:00,0.043
09/03/2021,11:41:01,0.036
09/03/2021,11:41:02,0.056
09/03/2021,11:41:03,0.035
09/03/2021,11:41:04,0.041
09/03/2021,11:41:05,0.033
09/03/2021,11:41:06,0.029

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201705005
Test Name:,Test 4
Start Date:,09/03/2021
Start Time:,12:40:06
